Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,12/18/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Cayman Islands,CYM,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,,,,,,,,,,,,19.87179487,20.43589744,21,21.56410256,22.12820513,22.69230769,23.28205128,23.87179487,24.46153846,25.05128205,25.64102564,26.23076923,26.97435897,27.64102564,28.30769231,28.58974359,27.94871795,27.30769231,26.66666667,25.80586081,24.94505495,24.08424909,23.22344322,22.36263736,21.5018315,20.64102564,19.22344322,21.88461538,21.71538462,21.54615385,21.37692308,21.20769231,21.03846154,20.57692308,23.62820513,25.75641026,28.30769231,32.73076923,26.51282051,27.82051282,29.74358974,27.94871795,27.69230769,26.53846154,29.61538462,35.25641026,,
Czechia,CZE,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.06007605,21.96045627,20.8608365,19.90760456,18.95437262,18.06555133,17.17673004,16.28790875,15.39908745,14.51026616,14.60380228,14.6973384,14.79087452,14.88441065,14.97794677,15.11787072,14.80608365,14.8365019,14.34980989,13.99543726,12.54980989,12.54752852,12.16730038,12.43193916,12.39543726,12.09125475,11.45247148,10.3878327,,
Germany,DEU,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.24485981,46.68082925,46.29863456,45.98123647,45.6363422,44.64033241,44.28293723,42.81003343,42.4024335,41.95072755,41.02730214,39.97985393,38.93240572,37.8849575,35.30492494,32.72489238,30.14953271,30.3741433,30.60342679,30.8317757,28.44485981,26.05669782,23.66915888,23.394081,23.11900312,22.84392523,22.84392523,22.84392523,22.84392523,22.84392523,,
Djibouti,DJI,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,2.666666667,2.9111111,3.155555567,3.4,3.644444433,3.8888889,4.133333333,4.377777767,4.622222233,4.833333333,5.1111111,5.355555567,5.6,5.8111111,6.0888889,6.333333333,6.333333333,6.333333333,6.333333333,6.333333333,6.333333333,6.333333333,6.333333333,6.333333333,6.333333333,6.333333333,6.333333333,6.333333333,6.333333333,6.333333333,6.333333333,6.333333333,6.333333333,6.333333333,6.333333333,6.333333333,,
Dominica,DMA,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.3,8.58333335,8.86666665,9.15,9.43333335,9.71666665,10,10,10,10,10,10,10,10,10,10,10,,
Denmark,DNK,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,,,,,,,12,13.61666667,15.23333333,16.85,18.46666667,20.08333333,20.08333333,20.08333333,20.08333333,20.08333333,20.08333333,21.75,23.41666667,25.08333333,26.75,28.41666667,25.36111111,22.30555556,19.25,20.44252728,21.63505456,20.72885629,19.82265802,18.91645975,18.01026148,17.10406321,16.19786494,15.29166667,14.41133333,13.531,12.65066667,11.77033333,10.89,10.75555556,10.62111111,10.48666667,9.871666667,9.256666667,11.6,10.995,13.48166667,14.42833333,12.14166667,16.81666667,16.48666667,13.53,14.78325,14.92996667,18.43028333,15.7599,16.27383333,,
Dominican Republic,DOM,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.70212766,21.20085106,21.69957447,22.19829787,22.69702128,23.19574468,24.6306383,26.06553191,27.50042553,28.93531915,30.37021277,30.37021277,30.37021277,30.37021277,30.37021277,30.37021277,30.37021277,30.37021277,30.37021277,30.37021277,30.37021277,,
Algeria,DZA,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,,,,,,,17.78251978,18.67164577,19.56077176,20.44989775,21.33902374,22.22814973,23.11727572,24.00640171,24.8955277,25.78465369,26.67377967,27.56290566,28.45203165,29.34115764,30.23028363,31.11940962,32.8976616,34.67591358,36.45416556,38.23241753,39.44162888,40.50599352,41.57035816,42.63472279,43.69908743,44.76345207,45.82781671,46.89218135,47.95654599,49.02091063,50.08527527,51.63302807,53.73527217,55.30581893,56.87636568,58.44691244,60.0174592,61.58800596,63.15855272,64.72909948,66.29964624,67.87019299,69.35182715,72.77199846,76.19216976,79.61234107,82.0663288,87.15212946,87.15212946,87.15212946,87.15212946,,
East Asia & Pacific (excluding high income),EAP,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.44164779,12.52760359,12.75599901,12.71814659,12.68442174,12.71821381,12.33278296,,
Early-demographic dividend,EAR,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.07963194,15.2863497,15.43137549,15.68098888,15.67853731,15.53219507,15.62928859,,
East Asia & Pacific,EAS,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.18113349,12.16022151,12.37037284,12.34770232,12.31901707,12.32353446,11.97008856,,
Europe & Central Asia (excluding high income),ECA,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.675866389,5.599389789,5.733754262,5.856971566,5.931123456,5.980301194,5.930309564,,
Europe & Central Asia,ECS,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.869997964,6.781943533,6.838105382,6.899242149,6.93848196,6.945752976,6.900075509,,
Ecuador,ECU,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.11715642,2.141998192,2.166839964,2.191681736,2.216523508,2.24136528,2.24136528,2.24136528,2.24136528,2.24136528,2.24136528,2.24136528,2.24136528,2.24136528,2.24136528,2.24136528,2.24136528,2.24136528,2.24136528,2.24136528,2.24136528,,
"Egypt, Arab Rep.",EGY,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,,,,,,,,,,,,4820,4858.333333,4896.666667,4935,4973.333333,5011.666667,5050,5088.333333,5126.666667,5165,5203.333333,5241.666667,5280,5318.333333,5356.666667,5392.5,5430.833333,5469.166667,5487.5,5667.828571,5848.157143,6028.725714,6209.294286,6389.862857,6570.431429,5703,5870.7,6038.4,6206.1,6373.8,6541.5,6709.2,6876.9,7044.6,7212.3,7380,7165,7230,7300,6070,6090,6065,7750,7750,7750,7750,,
Euro area,EMU,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.22203687,15.9213003,15.65318434,15.36571671,15.31943299,15.25511759,15.20234969,,
Eritrea,ERI,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.76428571,16.26964286,17.775,19.28035714,20.78571429,20.78571429,20.78571429,20.78571429,20.78571429,20.78571429,20.78571429,20.78571429,20.78571429,20.78571429,20.78571429,20.78571429,20.78571429,20.78571429,20.78571429,20.78571429,20.78571429,,
Spain,ESP,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,,,,,,,,,,,,32.44604317,33.13669065,33.82733813,34.51798561,35.20863309,35.89928058,36.85791367,37.81654676,38.77517986,39.73381295,40.69244604,41.23381295,39.6057554,37.97769784,36.34964029,34.72158273,33.09352518,32.74880096,32.40407674,32.05935252,31.7146283,31.36990408,31.02517986,31.50629496,31.98741007,32.46852518,32.19964029,31.9307554,32.50929257,33.08782974,33.66636691,32.55980216,31.45323741,31.27697842,32.48201439,31.48381295,31.53776978,33.04856115,29.09172662,29.54946043,28.33633094,28.07643885,27.06294964,26.44694245,26.27203237,26.0971223,,
Estonia,EST,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.69236821,17.35641227,14.02045633,10.68450039,10.74676857,10.80903675,10.87130493,10.93357311,10.9958413,11.05810948,11.12037766,11.78206137,12.44374508,13.1054288,13.76711251,14.42879622,12.61998426,10.84185681,14.49252557,14.74429583,12.83241542,13.75295043,13.53265146,12.70922612,13.77970102,14.04327301,12.65570417,7.918568057,6.710875688,,
Ethiopia,ETH,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.555737705,5.185,5.814262295,6.44352459,6.643748137,6.844254844,7.04461997,7.244418778,7.444642325,7.644865872,7.845089419,8.045312966,8.245536513,8.44576006,8.647540984,8.645983607,8.645983607,8.645983607,8.645983607,,
European Union,EUU,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.3884979,14.16993687,13.9601575,13.81813275,13.73243251,13.58924965,13.50994048,,
Fragile and conflict affected situations,FCS,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.560380128,4.432430278,4.515369747,4.631144492,4.46477584,4.933640468,4.91104756,,
Finland,FIN,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,,,,,,,3.08411215,3.130841121,3.177570093,3.224299065,3.271028037,3.317757009,3.345794393,3.373831776,3.401869159,3.429906542,3.457943925,3.514018692,3.570093458,3.626168224,3.682242991,3.738317757,3.425607477,3.112897196,2.800186916,2.487476636,2.174766355,2.22317757,2.271588785,2.32,2.368411215,2.41682243,2.356471963,2.296121495,2.235771028,2.175420561,2.743511349,3.311602136,3.879692924,4.442947263,5.006201602,5.569455941,6.13271028,5.734392523,5.336074766,4.937757009,4.539439252,4.141121495,3.742803738,3.344485981,2.946168224,2.547850467,2.14953271,2.14953271,2.61682243,2.803738318,2.803738318,,
Fiji,FJI,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.105078809,0.119008487,0.132938165,0.146867843,0.160797521,0.174727199,0.188656877,0.202586555,0.216516233,0.230445911,0.244375589,0.258305267,0.272234945,0.286164623,0.288406305,0.290647986,0.292889667,0.295131349,0.29737303,0.29737303,0.29737303,0.29737303,0.29737303,0.29737303,0.29737303,0.29737303,0.29737303,0.29737303,0.29737303,0.29737303,0.29737303,0.29737303,0.29737303,0.29737303,,
France,FRA,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,,,,,,,,,,,,,,,,,15.482,15.8739,16.2658,16.6577,17.0496,17.4415,17.7213,18.0011,18.2809,18.5607,18.8405,19.225,19.6095,18.7207,17.8319,16.9431,16.0543,15.1655,15.56016667,15.95483333,16.3495,16.26325,16.177,16.35933333,16.54166667,16.724,16.11,15.496,14.33,14.23515,14.289,15.073,14.0315,13.5785,13.6485,14.058,13.218,13.473,13.46146216,13.13603983,13.13603983,,
Faroe Islands,FRO,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.036585366,0.039413696,0.042242026,0.045070356,0.047898687,0.050727017,0.053555347,0.056383677,0.059212008,0.062040338,0.064868668,0.067696998,0.070525328,0.073353659,0.075646341,0.077939024,0.080231707,0.08252439,0.084817073,0.084817073,0.084817073,0.084817073,0.084817073,0.084817073,0.084817073,0.084817073,0.084817073,0.084817073,0.084817073,0.084817073,0.084817073,0.084817073,0.084817073,0.084817073,,
United Kingdom,GBR,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,,,,,,,,,,,,,,,,,9.296551724,9.023448276,8.750344828,8.477241379,8.204137931,7.931034483,8.002758621,8.074482759,8.146206897,8.217931034,8.289655172,8.299310345,8.308965517,8.31862069,8.328275862,8.337931034,8.392269592,8.44660815,8.500946708,8.555285266,8.609623824,8.663962382,8.71830094,8.772639498,8.826978056,8.881316614,8.935655172,5.871034483,5.756551724,5.711034483,5.699310345,5.3,5.528965517,5.276551724,5.024137931,5.627586207,5.806206897,5.806206897,5.806206897,5.806206897,5.806206897,,
Georgia,GEO,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.431802282,5.164734216,4.897666151,4.630598085,4.363530019,4.096461953,3.829393887,3.562325821,3.295257756,3.259980504,3.224703251,3.189425999,3.154148747,3.118871495,3.124605769,3.130340042,3.136074316,3.085573284,3.035072252,2.98457122,2.934070188,2.883569155,2.833068123,2.782567091,2.732066059,2.364579391,2.221090659,2.704524342,2.844864958,,
Ghana,GHA,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,,,,,,,0.99009901,1.065126513,1.140154016,1.215181518,1.290209021,1.365236524,1.440264026,1.515291529,1.590319032,1.665346535,1.740374037,1.81540154,1.890429043,1.965456546,2.040484049,2.115511551,2.190539054,2.265566557,2.340594059,2.415621562,2.490649065,2.565676568,2.64070407,2.715731573,2.790759076,2.865786579,2.940814082,3.015841584,3.090869087,3.16589659,3.240924092,3.330445545,3.419966997,3.509488449,3.599009901,3.688531353,3.778052805,3.867574257,3.95709571,4.046617162,4.136138614,4.235561056,4.341584158,4.41460396,4.491584158,4.747442244,4.780858086,4.780858086,4.780858086,4.780858086,4.780858086,,
Gibraltar,GIB,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.327433628,0.321919673,0.316405718,0.310891763,0.305377808,0.299863853,0.294349898,0.288835943,0.283321988,0.277808033,0.272294078,0.266780123,0.261266167,0.255752212,0.246460177,0.248340708,0.250221239,0.25210177,0.253982301,0.264737917,0.275493533,0.286249149,0.297004765,0.307760381,0.318515997,0.329271613,0.340027229,0.350782845,0.361538462,0.372294078,0.383049694,0.39380531,0.39380531,0.39380531,,
"Gambia, The",GMB,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,,,,,,,,,,,,,,,,,,,0.666666667,0.799509803,0.93235294,1.06519608,1.198039217,1.330882353,1.46372549,1.596568627,1.729411763,1.862254903,1.99509804,2.127941177,2.260784313,2.39362745,2.526470587,2.659313727,2.792156863,2.925,3.016666667,3.090666667,3.164666667,3.238666667,3.312666667,3.386666667,3.386666667,3.386666667,3.386666667,3.386666667,3.386666667,3.386666667,3.386666667,3.386666667,3.386666667,3.386666667,3.386666667,3.386666667,3.386666667,3.386666667,3.386666667,,
Guinea-Bissau,GNB,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10375,0.30175,0.49975,0.69775,0.89575,1.09375,1.09375,1.09375,1.09375,1.09375,1.09375,1.09375,1.09375,1.09375,1.09375,1.09375,1.09375,1.09375,1.09375,1.09375,1.09375,1.09375,1.09375,1.09375,1.09375,1.09375,1.09375,1.09375,1.09375,1.09375,,
Equatorial Guinea,GNQ,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.038461538,0.040650888,0.042840237,0.045029586,0.047218935,0.049408284,0.051597633,0.053786982,0.055976332,0.05816568,0.06035503,0.062544379,0.064733728,0.066923077,0.068769231,0.070615385,0.072461538,0.074307692,0.076153846,0.076153846,0.076153846,0.076153846,0.076153846,0.076153846,0.076153846,0.076153846,0.076153846,0.076153846,0.076153846,0.076153846,0.076153846,0.076153846,0.076153846,0.076153846,,
Greece,GRC,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,,,,,,,7.334482759,7.342,7.349517241,7.357034483,7.364551724,7.372068966,7.632137931,7.892206897,8.152275862,8.412344828,8.672413793,8.829655172,8.986896552,9.144137931,9.30137931,9.45862069,10.27448276,11.09034483,11.9062069,12.72206897,13.53793103,13.69827586,13.85862069,13.71436782,13.57011494,13.42586207,14.2,14.97413793,15.16413793,15.35413793,15.54413793,15.73413793,15.92413793,16.15833333,16.39252874,16.62672414,16.6062069,16.58568966,16.72116379,16.8575,16.99211207,17.12931034,17.12931034,17.11206897,17.09655172,17.08275862,17.47586207,17.47241379,17.45172414,17.43965517,17.45172414,,
Grenada,GRD,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5.2277778,5.45555555,5.68333335,5.9111111,6.1388889,6.36666665,6.59444445,6.8222222,7.05,7.05,7.05,7.05,7.05,7.05,7.05,,
Greenland,GRL,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.222891592,2.387122798,2.551354003,2.715585208,2.879816414,3.044047619,3.044047619,3.044047619,3.044047619,3.044047619,3.044047619,3.044047619,3.044047619,3.044047619,3.044047619,3.044047619,3.044047619,3.044047619,3.044047619,3.044047619,,
Guam,GUM,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.605809129,0.615145228,0.624481328,0.633817427,0.643153527,0.652489627,0.661825726,0.671161826,0.680497925,0.674124481,0.667751037,0.661377593,0.655004149,0.648630705,0.63879668,0.628962656,0.619128631,0.609294606,0.599460581,0.599460581,0.599460581,0.599460581,0.599460581,0.599460581,0.599460581,0.599460581,0.599460581,0.599460581,0.599460581,,
High income,HIC,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.682728401,8.619638364,8.602289242,8.602481198,8.597892065,8.554297618,8.529125874,,
"Hong Kong SAR, China",HKG,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras,HND,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.772556806,1.772556806,1.772556806,1.772556806,1.772556806,1.772556806,1.772556806,1.772556806,1.772556806,1.772556806,1.772556806,1.772556806,1.772556806,1.772556806,1.772556806,1.772556806,1.772556806,1.772556806,,
Heavily indebted poor countries (HIPC),HPC,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.762558081,2.777602675,2.785539494,2.782291752,2.8173908,2.822173239,2.822188536,,
Croatia,HRV,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.521220159,1.62364532,1.609738537,1.632474422,1.682644941,1.726714665,1.758885942,1.829708223,1.790450928,1.782228117,1.75331565,1.869761273,1.833952255,1.812997347,1.766312997,1.784880637,1.785145889,1.777188329,1.763925729,,
Haiti,HTI,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.533635735,8.119281925,8.704928116,9.290574306,9.876220497,9.967050709,10.05788092,10.14871113,10.23954135,10.33037156,10.42120177,10.51203198,10.60286219,10.69369241,10.78452262,10.87535283,10.96618304,11.05701326,11.14784347,11.14784347,11.14784347,11.14784347,11.14784347,11.14784347,11.14784347,11.14784347,11.14784347,11.14784347,11.14784347,11.14784347,,
Hungary,HUN,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,,,,,,,49.67333333,52.958,56.24266667,59.52733333,62.812,66.09666667,68.894,71.69133333,74.48866667,77.286,80.08333333,85.235,90.38666667,95.53833333,100.69,105.8416667,107.7142857,109.5869048,111.4595238,113.3321429,115.2047619,117.077381,118.95,114.2566667,109.5633333,104.87,100.1766667,99.48055556,98.78444445,98.08833333,97.39222222,96.69611111,96,95.08888889,94.17777778,93.26666667,92.35555556,91.44444445,90.53333333,105.7,89.5,87.08333333,84.18333333,87.5,65.38333333,67.16666667,65.98333333,78.942,81.9743583,74.38458333,77.87666667,,
IBRD only,IBD,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.259522781,9.260704141,9.413148563,9.502443501,9.478428466,9.594535516,9.463536237,,
IDA & IBRD total,IBT,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.912871878,8.936045291,9.062292917,9.143188224,9.113391604,9.162764405,9.09528681,,
IDA total,IDA,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.545184913,7.655126435,7.678016429,7.725771581,7.673164121,7.459241595,7.642384375,,
IDA blend,IDB,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.11244662,16.51557259,16.70235329,16.97279053,16.56333045,15.62129033,16.37347591,,
Indonesia,IDN,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.681889335,3.874804082,4.067718829,4.260633576,4.453528508,4.64646307,4.839348095,5.032257889,5.225167682,5.418077476,5.611036806,5.949636524,6.288236241,6.626835959,6.965435676,7.304035394,7.642635112,7.981234829,8.319834547,8.658434265,8.997033982,9.3356337,9.674233418,10.01283314,10.35143285,10.69003257,11.02863229,11.02863229,11.02863229,11.02863229,11.02863229,,
IDA only,IDX,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.788047716,4.8036359,4.773782184,4.749873241,4.812108967,4.832511034,4.83252306,,
Isle of Man,IMN,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,,,,,,,,,,,,26.27939142,27.08644537,27.89349931,28.70055325,29.50760719,30.31466113,31.12171508,31.92876902,32.73582296,33.5428769,34.34993084,34.395574,34.44121715,34.4868603,34.53250346,34.57814661,35.34162863,36.10511065,36.86859267,37.63207469,38.39555671,39.15903873,39.92251037,40.68599585,41.44948479,42.2129668,43.25445989,44.29595297,45.33744606,43.23926003,43.49583333,43.75240664,44.00897994,44.26555325,44.52212656,44.77869986,44.77869986,44.77869986,44.77869986,44.77869986,44.77869986,44.77869986,44.77869986,44.77869986,44.77869986,44.77869986,,
Not classified,INX,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"Annual freshwater withdrawals, total (% of internal resources)",ER.H2O.FWTL.ZS,,,,,,,,,,,,,,,,,,,,,2.183673469,2.199125364,2.214577259,2.230029154,2.24548105,2.260932945,2.27638484,2.291836735,2.30728863,2.322740525,2.33819242,2.353644315,2.36909621,2.384548105,2.4,2.330055659,2.260111317,2.190166976,2.120222634,2.050278293,1.980333952,1.91038961,1.840445269,1.770500928,1.700556586,1.630612245,1.560204082,1.489795918,1.517346939,1.544897959,1.696825397,1.848752834,2.000680272,2.15260771,2.304535147,2.456462585,2.608390023,2.76031746,2.912244898,3.134081633,3.144489796,,
